DateTime,Date,Score,Rank,M All,M 100,M 40,M 20,Total
,08/10/2018,"118,110","2,726","117,205","117,205","117,535","117,285",76
,08/10/2018,"103,640","8,473","117,180","117,180","117,535","117,285",77
,08/10/2018,"116,370","4,550","117,145","117,145","117,225","117,285",78
08/10/2018 6:46 PM,08/10/2018,"118,030","2,821","117,180","117,180","117,225","117,880",79
,08/10/2018,"83,610","9,544","117,145","117,145","116,975","117,880",80
,08/10/2018,"117,640","3,278","117,180","117,180","116,975","117,880",81
,08/10/2018,"120,760",225,"117,205","117,205","117,225","118,070",82
,08/10/2018,"117,770","3,136","117,230","117,230","117,490","117,900",83
,08/10/2018,"114,580","5,812","117,205","117,205","117,490","117,900",84
,08/10/2018,"117,220","3,740","117,220","117,220","117,490","117,750",85
,08/10/2018,"116,520","4,416","117,200","117,200","117,280","117,685",86
,08/10/2018,"117,300","3,656","117,220","117,220","117,260","117,470",87
,08/10/2018,"118,250","2,565","117,225","117,225","117,260","117,470",88
,08/10/2018,"120,260",492,"117,230","117,230","117,320","117,470",89
08/11/2018 4:48 PM,08/11/2018,"116,810","4,159","117,225","117,225","117,320","117,470",90
,08/11/2018,"120,460",373,"117,230","117,230","117,320","117,470",91
,08/11/2018,"109,030","7,657","117,225","117,225","117,320","117,260",92
,08/11/2018,"114,130","6,057","117,220","117,220","117,260","117,260",93
,08/11/2018,"108,780","7,711","117,200","117,200","117,260","117,015",94
08/11/2018 7:04 PM,08/11/2018,"117,020","3,938","117,180","117,180","117,120","117,120",95
,08/11/2018,"116,780","4,201","117,145","117,145","116,930","116,915",96
,08/11/2018,"119,930",744,"117,180","117,180","117,120","117,120",97
,08/11/2018,"91,170","9,318","117,145","117,145","117,120","117,120",98
,08/11/2018,"116,240","4,669","117,110","117,110","117,120","116,915",99
,08/11/2018,"105,620","8,222","117,065","117,065","117,120","116,915",100
,08/11/2018,"97,220","9,018","117,020","117,020","117,120","116,795",101
,08/11/2018,"116,840","4,136","117,020","117,020","117,120","116,795",102
,08/11/2018,"117,160","3,805","117,020","117,065","117,090","116,795",103
,08/11/2018,"109,090","7,647","117,020","117,020","117,090","116,795",104
08/12/2018 7:40 PM,08/12/2018,"111,400","7,090","117,020","116,935","116,930","116,650",105
,08/12/2018,"92,370","9,267","116,935","116,935","116,825","116,510",106
,08/12/2018,"113,070","6,565","116,850","116,935","116,795","115,185",107
08/13/2018 10:34 AM,08/13/2018,"84,810","9,515","116,845","116,930","116,775","113,600",108
,08/13/2018,"119,770",893,"116,850","116,930","116,775","113,600",109
,08/13/2018,"116,630","4,319","116,845","116,840","116,705","113,600",110
,08/13/2018,"119,260","1,404","116,850","116,930","116,705","113,600",111
,08/13/2018,"117,350","3,604","116,935","117,020","116,705","115,185",112
,08/13/2018,"119,700",959,"117,020","117,020","116,795","116,435",113
08/13/2018 4:15 PM,08/13/2018,"119,860",813,"117,020","117,065","116,795","116,705",114
,08/13/2018,"118,730","2,011","117,020","117,065","116,825","116,705",115
,08/13/2018,"110,100","7,441","117,020","117,020","116,795","116,435",116
,08/13/2018,"97,800","8,987","117,020","116,930","116,795","114,655",117
,08/13/2018,"115,210","5,444","116,935","116,840","116,795","115,725",118
,08/13/2018,"115,550","5,223","116,850","116,840","116,705","115,380",119
,08/13/2018,"117,780","3,127","116,935","116,930","116,795","116,090",120
08/13/2018 7:11 PM,08/13/2018,"119,940",739,"117,020","116,930","116,795","116,735",121
,08/13/2018,"46,100","9,910","116,935","116,930","116,705","116,090",122
,08/13/2018,"117,480","3,482","117,020","117,020","116,705","116,090",123
08/14/2018 7:38 PM,08/14/2018,"107,430","7,955","116,935","117,020","116,705","116,090",124
,08/14/2018,"118,250","2,570","117,020","117,065","116,705","116,990",125
,08/14/2018,"117,760","3,150","117,020","117,135","116,795","117,415",126
,08/14/2018,"116,440","4,501","117,020","117,135","116,705","117,415",127
,08/14/2018,"119,040","1,673","117,020","117,170","116,705","117,620",128
,08/14/2018,"117,350","3,608","117,020","117,170","116,705","117,415",129
,08/14/2018,"118,300","2,496","117,065","117,170","116,705","117,620",130
,08/14/2018,"116,110","4,798","117,020","117,135","116,535","117,415",131
,08/14/2018,"118,810","1,936","117,065","117,135","116,705","117,620",132
,08/14/2018,"117,640","3,287","117,110","117,135","116,810","117,560",133
08/15/2018 5:26 AM,08/15/2018,"112,500","6,763","117,065","117,135","116,810","117,415",134
,08/15/2018,"117,440","3,512","117,110","117,170","116,810","117,395",135
,08/15/2018,"114,110","6,075","117,065","117,135","116,735","117,395",136
,08/15/2018,"122,150",5,"117,110","117,135","116,735","117,460",137
,08/15/2018,"117,240","3,731","117,135","117,135","117,000","117,460",138
,08/15/2018,560,"9,975","117,110","117,065","117,000","117,460",139
,08/15/2018,"116,650","4,311","117,065","116,930","117,000","117,395",140
,08/15/2018,"111,800","6,984","117,020","116,840","117,000","117,295",141
,08/15/2018,"118,830","1,920","117,065","116,930","117,200","117,395",142
,08/15/2018,"111,250","7,125","117,020","116,930","116,945","117,295",143
,08/15/2018,"114,100","6,085","117,020","116,930","116,945","117,295",144
,08/15/2018,"114,560","5,829","117,020","116,840","116,945","116,945",145
,08/15/2018,"117,100","3,869","117,020","116,840","117,170","116,875",146
,08/15/2018,"117,750","3,163","117,020","116,840","117,295","117,170",147
,08/15/2018,"116,220","4,691","117,020","116,825","117,295","116,875",148
,08/15/2018,"108,100","7,838","117,020","116,825","117,170","116,435",149
,08/15/2018,"118,710","2,037","117,020","116,840","117,295","116,435",150
,08/15/2018,"120,090",630,"117,020","116,840","117,295","116,875",151
,08/15/2018,"109,930","7,482","117,020","116,840","117,170","116,435",152
,08/15/2018,"116,920","4,047","117,020","116,840","117,010","116,435",153
,08/15/2018,"120,160",575,"117,020","116,880","117,010","116,785",154
,08/15/2018,"117,860","3,036","117,020","116,880","117,010","116,785",155
,08/15/2018,"119,230","1,441","117,060","116,880","117,170","117,010",156
,08/15/2018,"119,390","1,267","117,100","116,970","117,295","117,010",157
,08/15/2018,"121,610",40,"117,105","117,060","117,395","117,010",158
,08/15/2018,"116,150","4,769","117,100","117,060","117,395","117,010",159
,08/15/2018,"108,940","7,675","117,060","117,060","117,295","117,010",160
,08/15/2018,"118,460","2,311","117,100","117,130","117,295","117,425",161
,08/15/2018,"119,490","1,172","117,105","117,190","117,395","117,425",162
,08/15/2018,"107,400","7,961","117,100","117,130","117,295","117,425",163
,08/15/2018,"118,820","1,933","117,105","117,190","117,395","117,805",164
,08/15/2018,"118,750","1,993","117,110","117,190","117,395","118,160",165
,08/15/2018,"121,080",129,"117,135","117,190","117,395","118,585",166
,08/15/2018,"113,580","6,327","117,110","117,130","117,395","118,585",167
08/15/2018 11:25 AM,08/15/2018,"118,630","2,127","117,135","117,130","117,395","118,670",168
,08/15/2018,"120,850",189,"117,160","117,130","117,540","118,730",169
,08/15/2018,"111,970","6,931","117,135","117,130","117,340","118,690",170
,08/15/2018,"115,810","5,031","117,110","117,060","117,340","118,545",171
08/15/2018 11:51 AM,08/15/2018,"119,300","1,366","117,135","117,060","117,340","118,690",172
08/15/2018 10:09 PM,08/15/2018,"79,750","9,629","117,110","117,060","117,170","118,690",173
,08/15/2018,"116,090","4,814","117,105","116,970","117,170","118,545",174
08/16/2018 5:24 PM,08/16/2018,"113,580","6,330","117,100","116,970","117,010","118,545",175
,08/16/2018,"109,920","7,485","117,060","116,880","117,010","117,305",176
,08/16/2018,"108,780","7,713","117,020","116,880","116,785","116,120",177
,08/16/2018,"116,020","4,859","117,020","116,880","116,435","116,055",178
,08/16/2018,"116,590","4,358","117,020","116,825","116,620","116,055",179
,08/16/2018,"109,380","7,596","116,970","116,825","116,405","116,055",180
08/16/2018 8:51 PM,08/16/2018,"122,220",5,"117,020","116,825","116,755","116,055",181
,08/16/2018,"121,490",59,"117,020","116,825","116,755","116,055",182
,08/16/2018,"112,250","6,845","117,020","116,795","116,755","116,055",183
,08/16/2018,"117,570","3,382","117,020","116,825","117,010","116,055",184
,08/16/2018,"120,710",260,"117,020","116,825","117,335","116,055",185
,08/16/2018,"120,050",667,"117,060","116,880","117,660","116,055",186
,08/16/2018,"119,980",709,"117,100","116,880","117,715","116,340",187
,08/16/2018,"118,630","2,132","117,105","116,880","118,160","116,340",188
,08/16/2018,"104,840","8,319","117,100","116,825","118,160","116,055",189
,08/16/2018,"120,320",458,"117,105","116,880","118,160","116,340",190
,08/16/2018,"118,150","2,702","117,110","116,880","118,005","117,080",191
,08/16/2018,"80,240","9,621","117,105","116,880","118,005","116,340",192
08/17/2018 1:18 PM,08/17/2018,"118,180","2,668","117,110","116,970","118,165","117,080",193
,08/17/2018,"114,490","5,870","117,105","116,970","118,005","117,080",194
,08/17/2018,"108,610","7,753","117,100","116,880","117,860","117,080",195
,08/17/2018,"115,970","4,902","117,060","116,880","117,080","117,080",196
,08/17/2018,"78,180","9,653","117,020","116,745","116,370","117,080",197
,08/17/2018,"112,970","6,603","117,020","116,745","116,120","117,080",198
08/17/2018 8:12 PM,08/17/2018,"118,700","2,060","117,020","116,880","116,340","117,860",199
,08/17/2018,"117,620","3,327","117,060","117,010","117,080","117,885",200
,08/17/2018,"111,320","7,107","117,020","117,010","116,340","117,595",201
,08/17/2018,"114,610","5,808","117,020","117,010","116,055","116,770",202
,08/17/2018,"117,550","3,408","117,020","117,010","116,340","117,560",203
,08/17/2018,"113,450","6,405","117,020","117,010","116,055","116,760",204
,08/17/2018,"116,570","4,381","117,020","117,010","116,055","116,270",205
,08/17/2018,"116,590","4,365","116,970","117,010","116,055","116,270",206
,08/17/2018,"111,030","7,199","116,920","117,010","116,055","115,290",207
,08/17/2018,"116,160","4,769","116,885","117,010","116,055","115,290",208
,08/17/2018,"116,670","4,295","116,850","116,795","116,055","116,065",209
,08/17/2018,"90,860","9,324","116,845","116,795","116,055","115,290",210
08/18/2018 5:05 PM,08/18/2018,"117,190","3,794","116,850","116,795","116,125","115,290",211
,08/18/2018,"116,680","4,288","116,845","116,675","116,125","116,065",212
08/18/2018 8:11 PM,08/18/2018,"119,540","1,122","116,850","116,675","116,365","116,065",213
,08/18/2018,"121,540",49,"116,885","116,675","116,580","116,365",214
,08/18/2018,"120,350",443,"116,920","116,675","116,590","116,580",215
,08/18/2018,"113,770","6,260","116,885","116,675","116,590","116,580",216
,08/18/2018,"114,740","5,734","116,850","116,675","116,590","116,580",217
,08/18/2018,"118,000","2,875","116,885","116,800","116,630","116,630",218
,08/18/2018,"112,080","6,915","116,850","116,800","116,630","116,580",219
08/19/2018 5:59 PM,08/19/2018,"108,830","7,710","116,845","116,675","116,630","116,365",220
,08/19/2018,"104,970","8,308","116,840","116,660","116,580","116,365",221
,08/19/2018,"114,240","6,017","116,840","116,660","116,365","116,365",222
08/19/2018 8:59 PM,08/19/2018,"119,230","1,452","116,840","116,660","116,580","116,365",223
,08/19/2018,"119,240","1,438","116,845","116,675","116,580","116,580",224
,08/19/2018,"118,980","1,751","116,850","116,675","116,580","116,630",225
,08/19/2018,"117,140","3,846","116,885","116,675","116,580","116,675",226
,08/19/2018,"99,660","8,844","116,850","116,675","116,365","116,675",227
,08/19/2018,"117,580","3,374","116,885","116,675","116,365","116,910",228
,08/19/2018,"119,240","1,437","116,920","116,675","116,580","117,165",229
08/20/2018 12:33 PM,08/20/2018,"118,560","2,214","116,970","116,675","116,580","117,385",230
,08/20/2018,"92,540","9,260","116,920","116,675","116,365","117,360",231
,08/20/2018,"118,750","2,206","116,970","116,675","116,580","117,790",232
,08/20/2018,"114,460","5,899","116,920","116,660","116,365","117,360",233
,08/20/2018,"117,220","3,767","116,970","116,675","116,580","117,180",234
08/20/2018 3:05 PM,08/20/2018,"94,940","9,147","116,920","116,660","116,580","115,940",235
,08/20/2018,"118,840","1,917","116,970","116,675","116,630","117,180",236
08/20/2018 5:30 PM,08/20/2018,"115,660","5,163","116,920","116,660","116,630","117,180",237
,08/20/2018,"111,280","7,131","116,885","116,620","116,630","116,400",238
08/20/2018 8:13 PM,08/20/2018,"115,130","5,518","116,850","116,620","116,580","116,400",239
,08/20/2018,"118,320","2,484","116,885","116,630","116,580","117,180",240
,08/20/2018,"116,970","4,018","116,920","116,675","116,630","117,180",241
,08/20/2018,"107,770","7,912","116,885","116,630","116,630","117,180",242
,08/20/2018,"118,130","2,728","116,920","116,675","116,630","117,180",243
,08/20/2018,"119,160","1,537","116,945","116,800","116,675","117,180",244
,08/20/2018,"120,100",626,"116,970","116,945","116,825","117,180",245
,08/20/2018,"119,520","1,146","116,995","116,945","117,055","117,400",246
,08/20/2018,"115,140","5,512","116,970","116,800","117,055","117,400",247
,08/20/2018,"117,330","3,651","116,995","116,945","117,165","117,275",248
,08/20/2018,"120,370",424,"117,020","117,055","117,205","117,275",249
,08/20/2018,"116,370","4,594","116,995","116,945","117,205","117,095",250
08/21/2018 1:59 PM,08/21/2018,"120,900",175,"117,020","116,945","117,275","117,275",251
,08/21/2018,"116,370","4,594","116,995","116,945","117,275","117,095",252
,08/21/2018,"121,850",21,"117,020","117,055","117,275","117,275",253
,08/21/2018,"118,650","2,121","117,020","117,055","117,275","117,730",254
,08/21/2018,"119,590","1,083","117,020","117,055","117,275","118,225",255
,08/21/2018,"83,640","9,545","117,020","116,825","117,275","117,730",256
,08/21/2018,"120,420",399,"117,020","116,825","117,455","118,225",257
,08/21/2018,"68,460","9,789","117,020","116,675","117,275","118,225",258
,08/21/2018,"102,900","8,564","117,020","116,675","117,275","118,225",259
,08/21/2018,"116,170","4,775","116,995","116,675","117,275","117,730",260
,08/21/2018,"116,680","4,301","116,970","116,675","117,275","117,730",261
08/21/2018 5:08 PM,08/21/2018,"106,080","8,179","116,945","116,630","117,275","117,730",262
,08/21/2018,"118,530","2,252","116,970","116,675","117,275","117,930",263
,08/21/2018,"120,260",502,"116,995","116,675","117,275","117,930",264
,08/21/2018,"103,500","8,496","116,970","116,630","117,180","117,005",265
,08/21/2018,"96,540","9,057","116,945","116,590","117,095","116,525",266
08/21/2018 9:16 PM,08/21/2018,"114,480","5,895","116,920","116,590","117,095","116,525",267
,08/21/2018,"120,410",406,"116,945","116,590","117,095","116,525",268
,08/21/2018,"120,280",491,"116,970","116,590","117,095","116,525",269
,08/21/2018,"112,960","6,627","116,945","116,590","116,825","116,525",270
,08/21/2018,"111,320","7,123","116,920","116,590","116,825","116,270",271
,08/21/2018,"111,620","7,056","116,885","116,580","116,525","115,325",272
,08/21/2018,"112,060","6,924","116,850","116,580","116,525","113,720",273
08/22/2018 12:08 PM,08/22/2018,"112,100","6,909","116,845","116,580","116,370","112,530",274
,08/22/2018,"119,020","1,706","116,850","116,590","116,525","112,530",275
,08/22/2018,"114,000","6,151","116,845","116,590","116,370","113,480",276
,08/22/2018,"118,140","2,722","116,850","116,630","116,525","113,480",277
,08/22/2018,"110,260","7,414","116,845","116,630","116,525","113,480",278
,08/22/2018,"108,860","7,711","116,840","116,630","116,525","113,480",279
,08/22/2018,"121,160",118,"116,845","116,675","116,525","113,480",280
08/22/2018 4:07 PM,08/22/2018,"104,430","8,390","116,840","116,630","116,370","112,530",281
08/22/2018 5:33 PM,08/22/2018,"111,400","7,107","116,840","116,580","116,370","112,530",282
,08/22/2018,"116,500","4,472","116,840","116,580","116,370","112,530",283
,08/22/2018,"117,220","3,777","116,840","116,580","116,370","112,530",284
,08/22/2018,"119,480","1,197","116,840","116,580","116,370","113,480",285
08/23/2018 10:33 AM,08/23/2018,"116,920","4,080","116,845","116,580","116,370","114,240",286
,08/23/2018,"105,150","8,299","116,840","116,535","116,370","113,480",287
,08/23/2018,"118,980","1,757","116,845","116,535","116,370","113,480",288
,08/23/2018,"118,760","1,999","116,850","116,580","116,370","113,480",289
08/23/2018 12:36 PM,08/23/2018,"105,170","8,293","116,845","116,535","116,270","113,050",290
,08/23/2018,"105,870","8,207","116,840","116,435","115,325","113,050",291
,08/23/2018,"92,120","9,278","116,840","116,435","114,240","113,050",292
,08/23/2018,"107,520","7,957","116,840","116,370","113,480","113,050",293
,08/23/2018,"108,010","7,872","116,825","116,370","112,530","112,700",294
,08/23/2018,"112,700","6,724","116,810","116,370","112,400","112,050",295
08/23/2018 3:41 PM,08/23/2018,"120,190",568,"116,825","116,435","112,830","112,050",296
,08/23/2018,"99,160","8,900","116,810","116,435","112,400","110,830",297
,08/23/2018,"117,470","3,517","116,825","116,535","112,830","112,050",298
,08/23/2018,"119,150","1,557","116,840","116,535","113,480","114,600",299
,08/23/2018,"107,650","7,930","116,825","116,435","112,830","112,050",300
,08/23/2018,"120,620",300,"116,840","116,535","112,830","114,600",301
,08/23/2018,"117,690","3,266","116,840","116,580","113,480","116,710",302
,08/23/2018,"98,980","8,916","116,840","116,535","112,830","114,810",303
08/23/2018 7:41 PM,08/23/2018,"119,380","1,290","116,840","116,580","112,830","114,810",304
,08/23/2018,"106,560","8,107","116,840","116,545","112,830","110,355",305
,08/23/2018,"117,780","3,155","116,840","116,585","113,480","110,355",306
,08/23/2018,"119,520","1,152","116,840","116,675","113,480","115,085",307
,08/23/2018,"115,250","5,450","116,840","116,675","113,480","113,975",308
,08/23/2018,"116,960","4,039","116,840","116,680","113,480","113,975",309
08/24/2018 10:48 AM,08/24/2018,"115,940","4,954","116,840","116,680","114,625","115,595",310
08/24/2018 7:18 PM,08/24/2018,"97,660","9,002","116,840","116,590","114,625","115,595",311
,08/24/2018,"117,210","3,788","116,840","116,590","115,595","116,450",312
,08/24/2018,"119,430","1,247","116,840","116,590","116,220","117,085",313
,08/24/2018,"118,320","2,496","116,845","116,590","116,710","117,340",314
,08/24/2018,"101,200","8,740","116,840","116,435","116,220","117,340",315
,08/24/2018,"114,890","5,674","116,840","116,435","116,220","117,085",316
,08/24/2018,"121,030",150,"116,840","116,590","116,220","117,340",317
,08/24/2018,"116,730","4,271","116,840","116,590","116,615","117,085",318
,08/24/2018,"119,530","1,144","116,840","116,705","116,825","117,085",319
,08/24/2018,"116,590","4,390","116,840","116,705","116,660","117,085",320
08/25/2018 11:07 AM,08/25/2018,"117,650","3,305","116,840","116,825","116,825","117,085",321
,08/25/2018,"101,940","8,666","116,840","116,825","116,825","116,845",322
,08/25/2018,"102,850","8,572","116,840","116,705","116,825","116,845",323
,08/25/2018,"118,040","2,844","116,840","116,705","116,825","116,845",324
08/25/2018 3:39 PM,08/25/2018,"119,380","1,288","116,840","116,705","116,825","117,085",325
,08/25/2018,"117,790","3,144","116,845","116,705","116,845","117,085",326
,08/25/2018,"117,770","3,170","116,850","116,825","117,085","117,085",327
,08/25/2018,"117,560","3,417","116,885","116,825","117,085","117,385",328
,08/25/2018,"119,730",943,"116,920","116,825","117,085","117,605",329
,08/25/2018,"112,350","6,830","116,885","116,705","117,085","117,605",330
,08/25/2018,"98,990","8,912","116,850","116,705","117,085","117,605",331
,08/25/2018,"113,880","6,208","116,845","116,635","117,085","117,605",332
08/25/2018 5:18 PM,08/25/2018,"97,940","8,988","116,840","116,635","117,085","117,145",333
,08/25/2018,"120,020",699,"116,845","116,635","117,340","117,145",334
,08/25/2018,"107,030","8,017","116,840","116,635","117,340","117,145",335
08/25/2018 8:34 PM,08/25/2018,"118,020","2,868","116,845","116,635","117,340","117,605",336
,08/25/2018,"117,690","3,271","116,850","116,705","117,515","117,605",337
,08/25/2018,"119,770",907,"116,885","116,825","117,605","117,670",338
,08/25/2018,"118,950","1,792","116,920","116,940","117,605","117,670",339
08/26/2018 3:17 PM,08/26/2018,"119,360","1,311","116,920","116,940","117,670","117,730",340
,08/26/2018,"110,920","7,239","116,920","116,825","117,605","117,730",341
,08/26/2018,"115,810","5,067","116,885","116,825","117,385","117,730",342
,08/26/2018,"118,050","2,842","116,920","116,825","117,605","117,780",343
,08/26/2018,"115,850","5,035","116,885","116,705","117,385","117,730",344
,08/26/2018,"115,110","5,546","116,850","116,635","117,385","117,625",345
,08/26/2018,"119,150","1,559","116,885","116,635","117,385","117,625",346
,08/26/2018,520,"9,976","116,850","116,635","117,085","116,705",347
,08/26/2018,"116,940","4,065","116,885","116,635","117,085","116,395",348
,08/26/2018,"118,100","2,776","116,920","116,635","117,385","116,395",349
,08/26/2018,"116,660","4,338","116,885","116,670","117,385","116,800",350
08/26/2018 8:19 PM,08/26/2018,"112,490","6,783","116,850","116,625","117,385","116,800",351
,08/26/2018,"99,160","8,897","116,845","116,625","117,250","116,800",352
,08/26/2018,"113,740","6,281","116,840","116,545","116,835","116,800",353
08/27/2018 2:05 PM,08/27/2018,"118,590","2,194","116,845","116,545","116,835","116,800",354
,08/27/2018,"118,820","1,951","116,850","116,545","117,250","117,315",355
,08/27/2018,"105,790","8,217","116,845","116,545","117,250","116,800",356
,08/27/2018,"118,090","2,797","116,850","116,545","117,250","116,800",357
,08/27/2018,"119,460","1,214","116,885","116,625","117,605","116,800",358
,08/27/2018,"110,270","7,409","116,850","116,625","117,250","116,255",359
,08/27/2018,"119,730",940,"116,885","116,670","117,605","116,255",360
,08/27/2018,"118,010","2,888","116,920","116,695","117,625","116,800",361
,08/27/2018,"119,240","1,443","116,920","116,825","117,730","117,475",362
,08/27/2018,"109,150","7,649","116,920","116,695","117,730","116,800",363
,08/27/2018,"101,240","8,738","116,885","116,625","117,625","116,800",364
08/28/2018 12:57 PM,08/28/2018,"86,170","9,484","116,850","116,625","117,250","116,800",365
,08/28/2018,"117,920","2,999","116,885","116,695","117,250","116,800",366
,08/28/2018,"116,500","4,482","116,850","116,695","116,800","116,800",367
,08/28/2018,"114,670","5,798","116,845","116,625","116,580","116,580",368
,08/28/2018,"118,770","1,988","116,850","116,625","116,580","116,580",369
,08/28/2018,"112,980","6,613","116,845","116,625","116,580","115,585",370
,08/28/2018,"119,280","1,400","116,850","116,695","116,800","117,210",371
,08/28/2018,"121,450",64,"116,885","116,825","117,315","117,965",372
,08/28/2018,"118,740","2,028","116,920","116,930","117,805","118,050",373
,08/28/2018,"111,990","6,944","116,885","116,930","117,315","117,965",374
,08/28/2018,"119,770",903,"116,920","116,930","117,805","117,965",375
08/29/2018 10:59 AM,08/29/2018,"119,950",736,"116,920","116,950","117,805","118,050",376
,08/29/2018,"117,560","3,425","116,920","116,950","117,740","117,965",377
,08/29/2018,"117,700","3,180","116,930","117,085","117,630","117,810",378
