Score,Rank,Pct,Max,Mean,Median,Total
"105,800",86,0.38,"119,810","101,454","108,440",139
"46,210",136,0.03,"119,810","101,060","108,420",140
"92,470",116,0.18,"119,810","100,999","108,310",141
"103,860",91,0.36,"119,810","101,019","108,200",142
"33,010",139,0.03,"119,810","100,543","108,130",143
"74,260",130,0.10,"119,810","100,361","108,060",144
"115,690",10,0.93,"119,810","100,467","108,130",145
"114,040",24,0.84,"119,810","100,560","108,200",146
"102,820",96,0.35,"119,810","100,575","108,130",147
"72,860",136,0.08,"119,810","100,388","108,060",148
"104,000",92,0.38,"119,810","100,412","107,995",149
"109,210",67,0.55,"119,810","100,471","108,060",150
"107,810",80,0.47,"119,810","100,519","107,995",151
"61,250",142,0.07,"119,810","100,261","107,930",152
"117,000",6,0.96,"119,810","100,370","107,995",153
"114,410",23,0.85,"119,810","100,461","108,060",154
"73,080",141,0.09,"119,810","100,285","107,995",155
"107,550",87,0.44,"119,810","100,331","107,930",156
"103,070",102,0.35,"119,810","100,349","107,920",157
"114,100",26,0.84,"119,810","100,436","107,930",158
"112,030",49,0.69,"119,810","100,509","107,995",159
"111,880",50,0.69,"119,810","100,580","108,060",160
"82,930",141,0.12,"119,810","100,470","107,995",161
"85,430",138,0.15,"119,810","100,377","107,930",162
"64,180",152,0.07,"119,810","100,155","107,920",163
"110,740",61,0.63,"119,810","100,220","107,930",164
"112,870",40,0.76,"119,810","100,296","107,995",165
"110,440",69,0.58,"119,810","100,358","108,060",166
"108,630",80,0.52,"119,810","100,407","108,130",167
"116,860",7,0.96,"119,810","100,505","108,200",168
"63,540",158,0.07,"119,810","100,286","108,130",169
"115,960",11,0.94,"119,810","100,379","108,200",170
"114,070",29,0.83,"119,810","100,459","108,310",171
"111,160",60,0.65,"119,810","100,521","108,420",172
"65,440",159,0.08,"119,810","100,318","108,310",173
"106,790",102,0.41,"119,810","100,355","108,200",174
"112,180",53,0.70,"119,810","100,423","108,310",175
"112,230",52,0.70,"119,810","100,490","108,420",176
"112,220",53,0.70,"119,810","100,556","108,440",177
"111,660",59,0.67,"119,810","100,619","108,460",178
"67,520",163,0.09,"119,810","100,434","108,440",179
"110,200",80,0.56,"119,810","100,488","108,460",180
"102,210",123,0.32,"119,810","100,497","108,440",181
"109,010",87,0.52,"119,810","100,544","108,460",182
"105,550",112,0.39,"119,810","100,572","108,440",183
"108,900",89,0.52,"119,810","100,617","108,460",184
"86,900",154,0.17,"119,810","100,543","108,440",185
"71,140",169,0.09,"119,810","100,385","108,420",186
"104,700",116,0.38,"119,810","100,408","108,310",187
"45,710",183,0.03,"119,810","100,117","108,200",188
"109,790",84,0.56,"119,810","100,168","108,310",189
"118,200",3,0.98,"119,810","100,263","108,420",190
"111,860",59,0.69,"119,810","100,324","108,440",191
"84,230",164,0.15,"119,810","100,240","108,420",192
"108,880",93,0.52,"119,810","100,284","108,440",193
"61,950",182,0.06,"119,810","100,087","108,420",194
"108,610",96,0.51,"119,810","100,131","108,440",195
"64,520",181,0.08,"119,810","99,949","108,420",196
"99,100",146,0.26,"119,810","99,945","108,310",197
"97,160",152,0.23,"119,810","99,931","108,200",198
"110,970",69,0.65,"119,810","99,986","108,310",199
"75,680",174,0.13,"119,810","99,864","108,200",200
"108,040",103,0.49,"119,810","99,905","108,130",201
"78,700",175,0.13,"119,810","99,800","108,060",202
"94,440",157,0.23,"119,810","99,774","108,050",203
"91,920",160,0.22,"119,810","99,735","108,040",204
"110,260",82,0.60,"119,810","99,787","108,050",205
"114,670",24,0.88,"119,810","99,859","108,060",206
"99,750",145,0.30,"119,810","99,858","108,050",207
"115,330",17,0.92,"119,810","99,933","108,060",208
"104,160",127,0.39,"119,810","99,953","108,050",209
"110,430",83,0.60,"119,810","100,003","108,060",210
"107,780",112,0.47,"119,810","100,040","108,050",211
"94,460",164,0.23,"119,810","100,013","108,040",212
"115,740",14,0.93,"119,810","100,087","108,050",213
"114,010",36,0.83,"119,810","100,152","108,060",214
"109,270",94,0.56,"119,810","100,195","108,130",215
"114,040",34,0.84,"119,810","100,259","108,200",216
"109,800",94,0.57,"119,810","100,303","108,310",217
"104,050",136,0.38,"119,810","100,320","108,200",218
"87,260",179,0.18,"119,810","100,260","108,130",219
"100,290",153,0.30,"119,810","100,260","108,060",220
"83,240",190,0.14,"119,810","100,183","108,050",221
"111,050",73,0.67,"119,810","100,232","108,060",222
"107,590",122,0.45,"119,810","100,265","108,050",223
"98,290",168,0.25,"119,810","100,257","108,040",224
"116,370",11,0.95,"119,810","100,328","108,050",225
"93,930",177,0.22,"119,810","100,300","108,040",226
"113,570",43,0.81,"119,810","100,358","108,050",227
"69,790",208,0.09,"119,810","100,224","108,040",228
"109,280",99,0.57,"119,810","100,264","108,050",229
"89,830",186,0.19,"119,810","100,218","108,040",230
"100,310",158,0.32,"119,810","100,219","107,985",231
"95,080",178,0.23,"119,810","100,197","107,930",232
"93,270",182,0.22,"119,810","100,167","107,920",233
"114,390",31,0.87,"119,810","100,228","107,930",234
"107,060",132,0.44,"119,810","100,257","107,920",235
"113,780",44,0.81,"119,810","100,314","107,930",236
"113,820",44,0.81,"119,810","100,371","107,985",237
"111,850",70,0.71,"119,810","100,419","108,040",238
"85,880",201,0.16,"119,810","100,358","107,985",239
"75,360",213,0.11,"119,810","100,254","107,930",240
"79,860",211,0.12,"119,810","100,170","107,920",241
"109,970",100,0.59,"119,810","100,210","107,930",242
"109,510",104,0.57,"119,810","100,248","107,985",243
"85,160",205,0.16,"119,810","100,187","107,930",244
"88,340",197,0.20,"119,810","100,138","107,920",245
"75,300",219,0.11,"119,810","100,037","107,910",246
"108,510",117,0.53,"119,810","100,072","107,920",247
"116,380",11,0.96,"119,810","100,137","107,930",248
"107,670",130,0.48,"119,810","100,168","107,920",249
"108,670",116,0.54,"119,810","100,202","107,930",250
"111,410",77,0.69,"119,810","100,246","107,985",251
"108,690",117,0.54,"119,810","100,280","108,040",252
"107,620",136,0.46,"119,810","100,309","107,985",253
"114,460",31,0.88,"119,810","100,364","108,040",254
"109,970",103,0.60,"119,810","100,402","108,050",255
"109,630",108,0.58,"119,810","100,438","108,060",256
"107,610",140,0.46,"119,810","100,466","108,050",257
"106,020",152,0.41,"119,810","100,488","108,040",258
"86,090",215,0.17,"119,810","100,432","107,985",259
"88,160",210,0.19,"119,810","100,385","107,930",260
"109,980",103,0.61,"119,810","100,422","107,985",261
"79,840",231,0.12,"119,810","100,343","107,930",262
"112,010",70,0.73,"119,810","100,387","107,985",263
"95,820",199,0.25,"119,810","100,370","107,930",264
"109,160",115,0.57,"119,810","100,403","107,985",265
"117,730",5,0.98,"119,810","100,468","108,040",266
"115,850",16,0.94,"119,810","100,526","108,050",267
"76,170",238,0.11,"119,810","100,435","108,040",268
"105,510",160,0.41,"119,810","100,454","107,985",269
"77,360",239,0.11,"119,810","100,368","107,930",270
"117,390",7,0.97,"119,810","100,431","107,985",271
"111,090",85,0.69,"119,810","100,470","108,040",272
0,272,0.00,"119,810","100,102","107,985",273
"104,040",169,0.38,"119,810","100,117","107,930",274
"116,860",10,0.96,"119,810","100,178","107,985",275
"112,450",64,0.77,"119,810","100,222","108,040",276
"115,550",23,0.92,"119,810","100,278","108,050",277
"104,570",169,0.39,"119,810","100,293","108,040",278
"108,990",126,0.55,"119,810","100,324","108,050",279
"93,570",216,0.23,"119,810","100,300","108,040",280
"111,210",87,0.69,"119,810","100,339","108,050",281
"110,830",95,0.66,"119,810","100,376","108,060",282
"116,470",14,0.95,"119,810","100,433","108,130",283
"112,380",69,0.76,"119,810","100,475","108,200",284
"111,100",91,0.68,"119,810","100,512","108,310",285
"100,480",194,0.32,"119,810","100,512","108,200",286
"113,670",54,0.81,"119,810","100,558","108,310",287
"94,810",220,0.24,"119,810","100,538","108,200",288
"104,540",177,0.39,"119,810","100,552","108,130",289
"110,270",112,0.61,"119,810","100,585","108,200",290
"106,790",167,0.43,"119,810","100,607","108,130",291
"106,440",170,0.42,"119,810","100,627","108,060",292
"109,220",128,0.56,"119,810","100,656","108,130",293
"116,510",14,0.95,"119,810","100,710","108,200",294
"61,300",282,0.04,"119,810","100,576","108,130",295
"114,060",45,0.85,"119,810","100,622","108,200",296
"104,020",188,0.37,"119,810","100,633","108,130",297
"113,110",61,0.80,"119,810","100,675","108,200",298
"116,630",14,0.95,"119,810","100,729","108,310",299
"108,600",147,0.51,"119,810","100,755","108,420",300
"115,020",34,0.89,"119,810","100,802","108,440",301
"114,930",36,0.88,"119,810","100,849","108,460",302
"107,160",173,0.43,"119,810","100,870","108,440",303
"50,970",296,0.03,"119,810","100,706","108,420",304
"98,080",228,0.25,"119,810","100,697","108,310",305
"99,290",221,0.28,"119,810","100,692","108,200",306
"70,960",283,0.08,"119,810","100,596","108,130",307
"115,510",27,0.91,"119,810","100,644","108,200",308
"115,080",35,0.89,"119,810","100,691","108,310",309
"107,090",177,0.43,"119,810","100,711","108,200",310
"109,570",133,0.57,"119,810","100,740","108,310",311
"98,700",229,0.27,"119,810","100,733","108,200",312
"109,090",142,0.55,"119,810","100,760","108,310",313
"110,660",114,0.64,"119,810","100,792","108,420",314
"93,860",247,0.22,"119,810","100,770","108,310",315
"101,760",211,0.33,"119,810","100,773","108,200",316
"81,140",278,0.12,"119,810","100,711","108,130",317
"109,960",130,0.59,"119,810","100,740","108,200",318
"109,340",137,0.57,"119,810","100,767","108,310",319
"110,760",110,0.66,"119,810","100,798","108,420",320
"113,350",64,0.80,"119,810","100,837","108,440",321
520,320,0.01,"119,810","100,526","108,420",322
890,320,0.01,"119,810","100,217","108,310",323
"110,740",112,0.65,"119,810","100,250","108,420",324
"108,790",155,0.52,"119,810","100,276","108,440",325
"84,090",280,0.14,"119,810","100,226","108,420",326
"116,030",20,0.94,"119,810","100,275","108,440",327
"112,150",88,0.73,"119,810","100,311","108,460",328
"113,110",68,0.79,"119,810","100,350","108,480",329
"68,430",305,0.08,"119,810","100,253","108,460",330
"115,070",37,0.89,"119,810","100,298","108,480",331
"116,370",18,0.95,"119,810","100,346","108,500",332
"109,790",141,0.58,"119,810","100,374","108,505",333
"104,390",208,0.38,"119,810","100,386","108,500",334
"101,920",224,0.33,"119,810","100,391","108,480",335
"111,870",95,0.72,"119,810","100,425","108,500",336
"108,970",158,0.53,"119,810","100,451","108,505",337
"105,730",203,0.40,"119,810","100,466","108,500",338
"113,570",65,0.81,"119,810","100,505","108,505",339
"111,360",105,0.69,"119,810","100,537","108,510",340
"113,890",59,0.83,"119,810","100,576","108,555",341
"107,060",198,0.42,"119,810","100,595","108,510",342
"54,070",331,0.03,"119,810","100,459","108,505",343
"47,300",334,0.03,"119,810","100,305","108,500",344
"58,840",329,0.05,"119,810","100,185","108,480",345
"118,050",4,0.99,"119,810","100,236","108,500",346
"110,500",131,0.62,"119,810","100,266","108,505",347
"102,240",231,0.34,"119,810","100,271","108,500",348
"72,650",317,0.09,"119,810","100,192","108,480",349
"117,010",10,0.97,"119,810","100,240","108,500",350
"110,460",133,0.62,"119,810","100,269","108,505",351
"107,660",189,0.46,"119,810","100,290","108,500",352
"18,780",346,0.02,"119,810","100,060","108,480",353
"92,310",280,0.21,"119,810","100,038","108,460",354
"111,670",103,0.71,"119,810","100,070","108,480",355
"113,650",68,0.81,"119,810","100,109","108,500",356
"110,080",143,0.60,"119,810","100,136","108,505",357
"76,820",315,0.12,"119,810","100,071","108,500",358
"104,500",223,0.38,"119,810","100,084","108,480",359
"111,500",108,0.70,"119,810","100,115","108,500",360
"104,830",221,0.39,"119,810","100,128","108,480",361
"110,520",133,0.63,"119,810","100,157","108,500",362
"112,900",79,0.78,"119,810","100,192","108,505",363
"94,700",280,0.23,"119,810","100,177","108,500",364
"117,990",5,0.99,"119,810","100,226","108,505",365
"112,700",84,0.77,"119,810","100,260","108,510",366
"104,150",233,0.37,"119,810","100,271","108,505",367
"115,580",31,0.92,"119,810","100,312","108,510",368
"116,020",25,0.93,"119,810","100,355","108,555",369
"113,000",82,0.78,"119,810","100,389","108,600",370
"57,770",355,0.04,"119,810","100,274","108,555",371
"112,720",87,0.77,"119,810","100,308","108,600",372
"118,980",2,0.99,"119,810","100,358","108,605",373
"82,450",323,0.14,"119,810","100,310","108,600",374
"101,580",256,0.32,"119,810","100,313","108,555",375
"111,380",119,0.68,"119,810","100,343","108,600",376
"103,200",247,0.34,"119,810","100,350","108,555",377
"108,800",184,0.51,"119,810","100,373","108,600",378
"107,710",203,0.46,"119,810","100,392","108,555",379
"112,520",91,0.76,"119,810","100,424","108,600",380
"90,470",307,0.19,"119,810","100,398","108,555",381
"110,700",139,0.64,"119,810","100,425","108,600",382
"107,090",220,0.43,"119,810","100,442","108,555",383
"114,050",60,0.84,"119,810","100,478","108,600",384
"103,530",252,0.35,"119,810","100,485","108,555",385
"112,240",102,0.74,"119,810","100,516","108,600",386
"111,720",115,0.70,"119,810","100,545","108,605",387
"108,110",201,0.48,"119,810","100,564","108,600",388
"86,400",323,0.17,"119,810","100,528","108,555",389
"115,320",38,0.90,"119,810","100,566","108,600",390
"93,920",306,0.22,"119,810","100,549","108,555",391
"114,690",50,0.87,"119,810","100,585","108,600",392
"4,030",388,0.01,"119,810","100,339","108,555",393
"108,160",203,0.48,"119,810","100,359","108,510",394
"101,870",269,0.32,"119,810","100,363","108,505",395
"52,170",382,0.04,"119,810","100,241","108,500",396
"107,650",216,0.46,"119,810","100,260","108,480",397
"85,960",333,0.16,"119,810","100,224","108,460",398
"118,970",3,0.99,"119,810","100,271","108,480",399
"115,500",37,0.91,"119,810","100,309","108,500",400
"117,560",10,0.98,"119,810","100,352","108,505",401
"115,270",42,0.90,"119,810","100,389","108,510",402
"119,100",2,1.00,"119,810","100,436","108,555",403
"94,930",310,0.23,"119,810","100,422","108,510",404
"113,890",73,0.82,"119,810","100,455","108,555",405
"81,900",353,0.13,"119,810","100,409","108,510",406
"110,130",167,0.59,"119,810","100,433","108,555",407
"112,980",93,0.77,"119,810","100,464","108,600",408
"100,280",290,0.29,"119,810","100,464","108,555",409
"105,670",248,0.40,"119,810","100,476","108,510",410
"111,950",119,0.71,"119,810","100,504","108,555",411
"115,410",41,0.90,"119,810","100,540","108,600",412
"85,080",350,0.15,"119,810","100,503","108,555",413
"112,070",118,0.71,"119,810","100,531","108,600",414
"111,040",144,0.65,"119,810","100,556","108,605",415
"74,960",374,0.10,"119,810","100,495","108,600",416
"110,440",165,0.60,"119,810","100,519","108,605",417
"115,920",31,0.93,"119,810","100,555","108,610",418
"120,490",1,1.00,"120,490","100,603","108,620",419
"115,350",44,0.90,"120,490","100,638","108,630",420
"108,290",218,0.48,"120,490","100,656","108,620",421
"104,600",264,0.37,"120,490","100,666","108,610",422
"108,380",218,0.48,"120,490","100,684","108,605",423
"112,030",122,0.71,"120,490","100,711","108,610",424
"114,970",56,0.87,"120,490","100,744","108,620",425
"108,690",211,0.50,"120,490","100,763","108,630",426
"116,970",18,0.96,"120,490","100,801","108,650",427
"119,070",4,0.99,"120,490","100,844","108,670",428
"108,110",227,0.47,"120,490","100,860","108,650",429
"117,620",13,0.97,"120,490","100,899","108,670",430
"100,290",308,0.29,"120,490","100,898","108,650",431
"73,940",391,0.09,"120,490","100,836","108,630",432
"113,740",88,0.80,"120,490","100,865","108,650",433
"86,780",360,0.17,"120,490","100,833","108,630",434
"112,280",119,0.73,"120,490","100,859","108,650",435
"47,630",423,0.03,"120,490","100,737","108,630",436
"76,730",388,0.11,"120,490","100,682","108,620",437
"105,880",265,0.39,"120,490","100,694","108,610",438
"116,490",27,0.94,"120,490","100,730","108,620",439
"109,300",200,0.55,"120,490","100,750","108,630",440
"100,870",307,0.30,"120,490","100,750","108,620",441
"113,280",98,0.78,"120,490","100,778","108,630",442
"107,110",258,0.42,"120,490","100,792","108,620",443
"106,800",263,0.41,"120,490","100,806","108,610",444
"110,630",171,0.62,"120,490","100,828","108,620",445
"115,420",47,0.89,"120,490","100,861","108,630",446
"117,850",12,0.97,"120,490","100,899","108,650",447
"115,690",41,0.91,"120,490","100,932","108,670",448
"109,690",201,0.55,"120,490","100,951","108,680",449
"116,240",33,0.93,"120,490","100,985","108,690",450
"15,220",443,0.02,"120,490","100,795","108,680",451
"92,930",359,0.21,"120,490","100,778","108,670",452
"117,890",12,0.97,"120,490","100,816","108,680",453
"106,200",275,0.39,"120,490","100,827","108,670",454
"102,220",311,0.32,"120,490","100,830","108,650",455
"107,630",255,0.44,"120,490","100,845","108,630",456
"99,200",338,0.26,"120,490","100,842","108,620",457
"113,280",103,0.78,"120,490","100,869","108,630",458
"111,110",158,0.66,"120,490","100,891","108,650",459
"112,920",111,0.76,"120,490","100,917","108,670",460
"99,840",335,0.27,"120,490","100,915","108,650",461
"115,880",40,0.91,"120,490","100,947","108,670",462
"116,160",35,0.92,"120,490","100,980","108,680",463
"79,240",410,0.12,"120,490","100,933","108,670",464
"110,890",170,0.63,"120,490","100,955","108,680",465
"71,140",428,0.08,"120,490","100,891","108,670",466
"111,160",160,0.66,"120,490","100,913","108,680",467
"104,810",295,0.37,"120,490","100,921","108,670",468
"114,410",76,0.84,"120,490","100,950","108,680",469
"112,240",133,0.72,"120,490","100,974","108,690",470
"55,520",452,0.04,"120,490","100,877","108,680",471
"112,480",124,0.74,"120,490","100,902","108,690",472
"99,080",353,0.25,"120,490","100,898","108,680",473
"117,540",17,0.96,"120,490","100,933","108,690",474
"112,640",122,0.74,"120,490","100,958","108,690",475
"80,650",417,0.12,"120,490","100,915","108,690",476
"114,250",82,0.83,"120,490","100,943","108,690",477
"103,540",317,0.34,"120,490","100,949","108,690",478
"113,520",104,0.78,"120,490","100,975","108,690",479
"71,300",440,0.08,"120,490","100,913","108,690",480
"94,770",374,0.22,"120,490","100,900","108,680",481
"111,390",163,0.66,"120,490","100,922","108,690",482
"40,860",472,0.02,"120,490","100,798","108,680",483
"103,860",318,0.34,"120,490","100,804","108,670",484
"111,570",160,0.67,"120,490","100,826","108,680",485
"115,700",46,0.91,"120,490","100,857","108,690",486
"107,350",280,0.43,"120,490","100,870","108,680",487
"118,590",8,0.98,"120,490","100,906","108,690",488
"104,780",308,0.37,"120,490","100,914","108,680",489
"87,100",405,0.17,"120,490","100,886","108,670",490
"113,330",110,0.78,"120,490","100,912","108,680",491
"112,370",137,0.72,"120,490","100,935","108,690",492
"97,960",375,0.24,"120,490","100,929","108,680",493
"117,160",21,0.96,"120,490","100,962","108,690",494
"107,390",284,0.43,"120,490","100,975","108,680",495
"102,450",336,0.32,"120,490","100,978","108,670",496
"104,740",313,0.37,"120,490","100,985","108,650",497
"103,520",332,0.33,"120,490","100,990","108,630",498
"115,580",52,0.90,"120,490","101,020","108,650",499
"99,440",368,0.26,"120,490","101,016","108,630",500
"113,180",116,0.77,"120,490","101,041","108,650",501
"117,730",15,0.97,"120,490","101,074","108,670",502
"112,290",144,0.71,"120,490","101,096","108,680",503
"109,350",232,0.54,"120,490","101,113","108,690",504
"119,110",3,0.99,"120,490","101,148","108,690",505
"65,340",474,0.06,"120,490","101,077","108,690",506
"116,860",28,0.94,"120,490","101,109","108,690",507
"114,180",90,0.82,"120,490","101,134","108,690",508
"110,400",215,0.58,"120,490","101,153","108,740",509
"113,680",108,0.79,"120,490","101,177","108,790",510
"112,210",156,0.69,"120,490","101,199","108,795",511
"113,060",125,0.76,"120,490","101,222","108,800",512
"84,470",439,0.14,"120,490","101,189","108,795",513
"112,210",157,0.69,"120,490","101,211","108,800",514
"100,040",375,0.27,"120,490","101,208","108,795",515
"99,290",383,0.26,"120,490","101,205","108,790",516
"87,150",429,0.17,"120,490","101,177","108,740",517
"110,600",210,0.59,"120,490","101,196","108,790",518
"97,970",397,0.24,"120,490","101,189","108,740",519
0,518,0.00,"120,490","100,995","108,690",520
"111,270",184,0.65,"120,490","101,015","108,740",521
"90,050",426,0.18,"120,490","100,994","108,690",522
"115,750",50,0.90,"120,490","101,022","108,740",523
"108,370",274,0.48,"120,490","101,036","108,690",524
"82,980",455,0.13,"120,490","101,001","108,690",525
"94,930",408,0.22,"120,490","100,990","108,690",526
"107,600",296,0.44,"120,490","101,002","108,680",527
"117,070",25,0.95,"120,490","101,033","108,690",528
"96,110",408,0.23,"120,490","101,024","108,680",529
"113,000",129,0.76,"120,490","101,046","108,690",530
"6,970",523,0.02,"120,490","100,869","108,680",531
"113,950",102,0.81,"120,490","100,894","108,690",532
"100,870",371,0.30,"120,490","100,893","108,680",533
"88,090",439,0.18,"120,490","100,870","108,670",534
"111,600",180,0.66,"120,490","100,890","108,680",535
"63,170",505,0.06,"120,490","100,819","108,670",536
"112,710",139,0.74,"120,490","100,841","108,680",537
