Score,Rank,Pct,Max,Mean,Median,Total
"117,210",239,0.88,"121,260","104,516","111,120",1981
"115,770",416,0.79,"121,260","104,521","111,130",1982
"115,240",499,0.75,"121,260","104,527","111,140",1983
"112,510",840,0.58,"121,260","104,531","111,150",1984
"110,420","1,067",0.46,"121,260","104,534","111,140",1985
"1,580","1,975",0.01,"121,260","104,482","111,130",1986
"115,440",466,0.77,"121,260","104,487","111,140",1987
"102,720","1,465",0.26,"121,260","104,486","111,130",1988
"119,760",27,0.99,"121,260","104,494","111,140",1989
"108,450","1,214",0.39,"121,260","104,496","111,130",1990
"104,140","1,420",0.29,"121,260","104,496","111,120",1991
"107,820","1,251",0.37,"121,260","104,498","111,110",1992
"117,100",258,0.87,"121,260","104,504","111,120",1993
"111,970",925,0.54,"121,260","104,508","111,130",1994
"90,730","1,708",0.14,"121,260","104,501","111,120",1995
"95,570","1,642",0.18,"121,260","104,496","111,110",1996
"106,990","1,321",0.34,"121,260","104,498","111,105",1997
"102,820","1,467",0.27,"121,260","104,497","111,100",1998
"121,340",1,1.00,"121,340","104,505","111,105",1999
"109,420","1,147",0.43,"121,340","104,508","111,100",2000
"110,720","1,038",0.48,"121,340","104,511","111,100",2001
"80,160","1,816",0.09,"121,340","104,499","111,100",2002
"55,810","1,940",0.03,"121,340","104,474","111,095",2003
"116,040",391,0.80,"121,340","104,480","111,100",2004
"108,060","1,241",0.38,"121,340","104,482","111,095",2005
520,"1,997",0.00,"121,340","104,430","111,090",2006
"115,160",514,0.74,"121,340","104,435","111,095",2007
"118,980",70,0.97,"121,340","104,443","111,100",2008
"95,860","1,649",0.18,"121,340","104,438","111,095",2009
"115,400",478,0.76,"121,340","104,444","111,100",2010
"94,700","1,672",0.17,"121,340","104,439","111,095",2011
"72,160","1,878",0.07,"121,340","104,423","111,090",2012
"108,860","1,193",0.41,"121,340","104,425","111,085",2013
"112,630",836,0.58,"121,340","104,429","111,090",2014
"109,570","1,142",0.43,"121,340","104,432","111,085",2015
"90,020","1,737",0.14,"121,340","104,424","111,080",2016
"71,750","1,888",0.06,"121,340","104,408","111,065",2017
"117,330",226,0.89,"121,340","104,415","111,080",2018
"117,410",215,0.89,"121,340","104,421","111,085",2019
"110,470","1,073",0.47,"121,340","104,424","111,080",2020
"86,750","1,776",0.12,"121,340","104,415","111,065",2021
"91,360","1,722",0.15,"121,340","104,409","111,050",2022
"120,080",18,0.99,"121,340","104,417","111,065",2023
"119,880",26,0.99,"121,340","104,424","111,080",2024
"117,740",187,0.91,"121,340","104,431","111,085",2025
"116,670",321,0.84,"121,340","104,437","111,090",2026
"83,800","1,812",0.11,"121,340","104,427","111,085",2027
"113,440",744,0.63,"121,340","104,431","111,090",2028
"112,140",912,0.55,"121,340","104,435","111,095",2029
"115,420",480,0.76,"121,340","104,440","111,100",2030
"112,290",884,0.56,"121,340","104,444","111,100",2031
"111,310",997,0.51,"121,340","104,448","111,100",2032
"115,630",447,0.78,"121,340","104,453","111,105",2033
"103,040","1,488",0.27,"121,340","104,452","111,100",2034
"114,690",578,0.72,"121,340","104,457","111,105",2035
"117,700",194,0.90,"121,340","104,464","111,110",2036
"109,960","1,126",0.45,"121,340","104,467","111,105",2037
"91,990","1,725",0.15,"121,340","104,461","111,100",2038
"110,000","1,121",0.45,"121,340","104,463","111,100",2039
"118,970",75,0.96,"121,340","104,470","111,100",2040
"116,730",317,0.84,"121,340","104,476","111,105",2041
"100,750","1,561",0.24,"121,340","104,475","111,100",2042
"115,490",474,0.77,"121,340","104,480","111,105",2043
"110,700","1,061",0.48,"121,340","104,483","111,100",2044
"98,210","1,631",0.20,"121,340","104,480","111,100",2045
"116,960",286,0.86,"121,340","104,486","111,100",2046
"110,410","1,101",0.46,"121,340","104,489","111,100",2047
"105,730","1,406",0.31,"121,340","104,490","111,100",2048
"73,110","1,908",0.07,"121,340","104,474","111,095",2049
"114,450",611,0.70,"121,340","104,479","111,100",2050
"119,220",50,0.98,"121,340","104,486","111,100",2051
"113,430",756,0.63,"121,340","104,491","111,100",2052
"109,190","1,200",0.42,"121,340","104,493","111,100",2053
"100,450","1,579",0.23,"121,340","104,491","111,100",2054
"119,500",41,0.98,"121,340","104,498","111,100",2055
"40,500","2,021",0.02,"121,340","104,467","111,100",2056
"114,690",585,0.72,"121,340","104,472","111,100",2057
"99,970","1,597",0.22,"121,340","104,470","111,100",2058
"117,470",217,0.89,"121,340","104,476","111,100",2059
"118,810",94,0.95,"121,340","104,483","111,100",2060
"118,610",109,0.95,"121,340","104,490","111,105",2061
"102,750","1,518",0.26,"121,340","104,489","111,100",2062
"111,070","1,036",0.50,"121,340","104,492","111,100",2063
"113,410",763,0.63,"121,340","104,497","111,100",2064
"112,790",842,0.59,"121,340","104,501","111,105",2065
"105,480","1,427",0.31,"121,340","104,501","111,100",2066
"114,250",650,0.69,"121,340","104,506","111,105",2067
"99,370","1,621",0.22,"121,340","104,503","111,100",2068
"117,280",243,0.88,"121,340","104,510","111,105",2069
"59,870","1,998",0.03,"121,340","104,488","111,100",2070
"96,850","1,683",0.19,"121,340","104,484","111,100",2071
"116,460",356,0.83,"121,340","104,490","111,100",2072
"114,320",642,0.69,"121,340","104,495","111,105",2073
"112,080",946,0.54,"121,340","104,499","111,110",2074
"116,140",400,0.81,"121,340","104,504","111,120",2075
"109,420","1,194",0.42,"121,340","104,507","111,110",2076
"113,540",748,0.64,"121,340","104,511","111,120",2077
"99,930","1,615",0.22,"121,340","104,509","111,110",2078
"112,750",852,0.59,"121,340","104,513","111,120",2079
"117,400",228,0.89,"121,340","104,519","111,130",2080
"116,850",309,0.85,"121,340","104,525","111,140",2081
"115,380",503,0.76,"121,340","104,530","111,150",2082
"113,050",824,0.60,"121,340","104,534","111,155",2083
"117,400",228,0.89,"121,340","104,540","111,160",2084
"92,040","1,768",0.15,"121,340","104,534","111,155",2085
"118,340",129,0.94,"121,340","104,541","111,160",2086
"112,750",858,0.59,"121,340","104,545","111,160",2087
"95,190","1,724",0.17,"121,340","104,540","111,160",2088
"115,410",500,0.76,"121,340","104,546","111,160",2089
"62,460","2,006",0.04,"121,340","104,525","111,160",2090
"113,540",754,0.64,"121,340","104,530","111,160",2091
"113,030",831,0.60,"121,340","104,534","111,160",2092
"118,560",114,0.95,"121,340","104,540","111,170",2093
"115,600",466,0.78,"121,340","104,546","111,180",2094
"116,970",294,0.86,"121,340","104,552","111,185",2095
"110,520","1,115",0.47,"121,340","104,555","111,180",2096
"106,000","1,434",0.32,"121,340","104,555","111,170",2097
"45,410","2,057",0.02,"121,340","104,527","111,160",2098
"118,220",139,0.93,"121,340","104,534","111,170",2099
"114,460",629,0.70,"121,340","104,538","111,180",2100
"118,190",144,0.93,"121,340","104,545","111,185",2101
"113,390",783,0.63,"121,340","104,549","111,190",2102
"113,570",755,0.64,"121,340","104,553","111,195",2103
"113,070",833,0.60,"121,340","104,557","111,200",2104
"109,830","1,182",0.44,"121,340","104,560","111,195",2105
"112,470",908,0.57,"121,340","104,564","111,200",2106
"118,870",87,0.96,"121,340","104,570","111,200",2107
"118,160",150,0.93,"121,340","104,577","111,200",2108
"88,050","1,842",0.13,"121,340","104,569","111,200",2109
"114,380",648,0.69,"121,340","104,574","111,200",2110
"82,380","1,900",0.10,"121,340","104,563","111,200",2111
"103,690","1,525",0.28,"121,340","104,563","111,200",2112
"112,020",984,0.53,"121,340","104,566","111,200",2113
"114,640",613,0.71,"121,340","104,571","111,200",2114
"103,290","1,541",0.27,"121,340","104,570","111,200",2115
"110,090","1,165",0.45,"121,340","104,573","111,200",2116
"115,800",447,0.79,"121,340","104,578","111,200",2117
"116,430",368,0.83,"121,340","104,584","111,200",2118
"109,930","1,186",0.44,"121,340","104,586","111,200",2119
"119,070",63,0.97,"121,340","104,593","111,200",2120
"104,310","1,509",0.29,"121,340","104,593","111,200",2121
"109,770","1,202",0.43,"121,340","104,596","111,200",2122
"43,210","2,083",0.02,"121,340","104,567","111,195",2123
"115,540",488,0.77,"121,340","104,572","111,200",2124
"117,600",215,0.90,"121,340","104,578","111,200",2125
"80,990","1,925",0.09,"121,340","104,567","111,200",2126
"116,860",316,0.85,"121,340","104,573","111,200",2127
"116,310",391,0.82,"121,340","104,578","111,200",2128
"119,270",50,0.98,"121,340","104,585","111,205",2129
"116,820",324,0.85,"121,340","104,591","111,210",2130
"111,550","1,037",0.51,"121,340","104,594","111,220",2131
"77,320","1,954",0.08,"121,340","104,581","111,210",2132
"57,760","2,064",0.03,"121,340","104,559","111,205",2133
"54,040","2,072",0.03,"121,340","104,536","111,200",2134
"106,940","1,420",0.33,"121,340","104,537","111,200",2135
"113,230",824,0.61,"121,340","104,541","111,200",2136
"111,750","1,016",0.52,"121,340","104,544","111,205",2137
"114,600",627,0.71,"121,340","104,549","111,210",2138
"95,210","1,765",0.17,"121,340","104,545","111,205",2139
"113,730",751,0.65,"121,340","104,549","111,210",2140
"108,140","1,332",0.38,"121,340","104,550","111,205",2141
"109,840","1,204",0.44,"121,340","104,553","111,200",2142
"112,210",962,0.55,"121,340","104,557","111,205",2143
"112,710",893,0.58,"121,340","104,560","111,210",2144
"100,290","1,655",0.23,"121,340","104,558","111,205",2145
"111,290","1,066",0.50,"121,340","104,561","111,210",2146
"114,020",710,0.67,"121,340","104,566","111,220",2147
"114,830",599,0.72,"121,340","104,571","111,230",2148
"116,900",314,0.85,"121,340","104,576","111,235",2149
"80,510","1,950",0.09,"121,340","104,565","111,230",2150
"118,510",121,0.94,"121,340","104,572","111,235",2151
"117,810",191,0.91,"121,340","104,578","111,240",2152
"65,580","2,050",0.05,"121,340","104,560","111,235",2153
"115,970",440,0.80,"121,340","104,565","111,240",2154
"117,220",266,0.88,"121,340","104,571","111,245",2155
"119,560",39,0.98,"121,340","104,578","111,250",2156
"48,650","2,106",0.02,"121,340","104,552","111,245",2157
"117,170",275,0.87,"121,340","104,558","111,250",2158
"117,230",264,0.88,"121,340","104,564","111,255",2159
"106,480","1,459",0.32,"121,340","104,565","111,250",2160
"118,340",135,0.94,"121,340","104,571","111,255",2161
"115,330",539,0.75,"121,340","104,576","111,260",2162
"117,380",248,0.89,"121,340","104,582","111,265",2163
"103,970","1,557",0.28,"121,340","104,582","111,260",2164
"113,510",799,0.63,"121,340","104,586","111,265",2165
"116,350",396,0.82,"121,340","104,591","111,270",2166
"115,390",533,0.75,"121,340","104,596","111,270",2167
"115,240",562,0.74,"121,340","104,601","111,270",2168
"95,950","1,781",0.18,"121,340","104,597","111,270",2169
"98,260","1,734",0.20,"121,340","104,594","111,270",2170
"118,320",137,0.94,"121,340","104,600","111,270",2171
"112,780",901,0.59,"121,340","104,604","111,270",2172
"108,420","1,341",0.38,"121,340","104,606","111,270",2173
"112,790",900,0.59,"121,340","104,610","111,270",2174
"118,010",171,0.92,"121,340","104,616","111,275",2175
"119,870",27,0.99,"121,340","104,623","111,280",2176
"119,090",61,0.97,"121,340","104,629","111,285",2177
"112,120","1,004",0.54,"121,340","104,633","111,290",2178
"117,160",285,0.87,"121,340","104,639","111,295",2179
"116,440",386,0.82,"121,340","104,644","111,300",2180
"111,750","1,046",0.52,"121,340","104,647","111,305",2181
"108,000","1,372",0.37,"121,340","104,649","111,300",2182
"119,240",53,0.98,"121,340","104,656","111,305",2183
"108,680","1,327",0.39,"121,340","104,657","111,300",2184
"110,000","1,218",0.44,"121,340","104,660","111,295",2185
"120,040",19,0.99,"121,340","104,667","111,300",2186
"115,070",592,0.73,"121,340","104,672","111,305",2187
"109,810","1,240",0.43,"121,340","104,674","111,300",2188
"115,110",586,0.73,"121,340","104,679","111,305",2189
"114,810",630,0.71,"121,340","104,683","111,310",2190
"93,730","1,845",0.16,"121,340","104,678","111,305",2191
"117,650",221,0.90,"121,340","104,684","111,310",2192
"119,440",45,0.98,"121,340","104,691","111,310",2193
"117,060",307,0.86,"121,340","104,697","111,310",2194
"102,140","1,651",0.25,"121,340","104,696","111,310",2195
"84,130","1,961",0.11,"121,340","104,686","111,310",2196
"114,380",688,0.69,"121,340","104,691","111,310",2197
"111,670","1,062",0.52,"121,340","104,694","111,310",2198
"118,680",112,0.95,"121,340","104,700","111,315",2199
"117,300",266,0.88,"121,340","104,706","111,320",2200
"110,430","1,198",0.46,"121,340","104,708","111,315",2201
"99,090","1,746",0.21,"121,340","104,706","111,310",2202
"107,620","1,419",0.36,"121,340","104,707","111,310",2203
"88,300","1,919",0.13,"121,340","104,700","111,310",2204
"111,600","1,075",0.51,"121,340","104,703","111,310",2205
"112,930",904,0.59,"121,340","104,707","111,310",2206
"115,930",465,0.79,"121,340","104,712","111,315",2207
"99,010","1,753",0.21,"121,340","104,709","111,310",2208
"119,050",76,0.97,"121,340","104,716","111,315",2209
"106,660","1,492",0.32,"121,340","104,716","111,310",2210
"114,250",714,0.68,"121,340","104,721","111,315",2211
"114,780",640,0.71,"121,340","104,725","111,320",2212
"119,400",51,0.98,"121,340","104,732","111,325",2213
"111,180","1,124",0.49,"121,340","104,735","111,320",2214
"115,400",547,0.75,"121,340","104,740","111,325",2215
"99,450","1,742",0.21,"121,340","104,737","111,320",2216
"112,310",986,0.56,"121,340","104,741","111,325",2217
"115,090",601,0.73,"121,340","104,745","111,330",2218
"119,780",32,0.99,"121,340","104,752","111,335",2219
"79,380","2,025",0.09,"121,340","104,741","111,330",2220
"74,210","2,061",0.07,"121,340","104,727","111,325",2221
"88,670","1,931",0.13,"121,340","104,720","111,320",2222
"110,940","1,153",0.48,"121,340","104,723","111,315",2223
"115,990",460,0.79,"121,340","104,728","111,320",2224
"116,800",353,0.84,"121,340","104,733","111,325",2225
"118,570",127,0.94,"121,340","104,739","111,330",2226
"118,700",115,0.95,"121,340","104,746","111,335",2227
"102,300","1,668",0.25,"121,340","104,744","111,330",2228
"107,040","1,485",0.33,"121,340","104,745","111,325",2229
"114,200",731,0.67,"121,340","104,750","111,330",2230
"115,200",589,0.74,"121,340","104,754","111,335",2231
"112,540",964,0.57,"121,340","104,758","111,340",2232
"54,050","2,169",0.03,"121,340","104,735","111,335",2233
"114,870",632,0.72,"121,340","104,740","111,340",2234
"103,760","1,620",0.28,"121,340","104,739","111,335",2235
"109,080","1,338",0.40,"121,340","104,741","111,330",2236
"120,650",8,1.00,"121,340","104,748","111,335",2237
"104,580","1,589",0.29,"121,340","104,748","111,330",2238
"117,100",309,0.86,"121,340","104,754","111,335",2239
"116,940",335,0.85,"121,340","104,759","111,340",2240
"102,200","1,686",0.25,"121,340","104,758","111,335",2241
"114,960",628,0.72,"121,340","104,763","111,340",2242
"113,870",780,0.65,"121,340","104,767","111,345",2243
"117,730",220,0.90,"121,340","104,772","111,350",2244
"107,690","1,440",0.36,"121,340","104,774","111,345",2245
"119,510",45,0.98,"121,340","104,780","111,350",2246
"115,970",472,0.79,"121,340","104,785","111,355",2247
"115,590",519,0.77,"121,340","104,790","111,360",2248
"115,960",475,0.79,"121,340","104,795","111,365",2249
"111,870","1,076",0.52,"121,340","104,798","111,370",2250
"118,950",92,0.96,"121,340","104,804","111,375",2251
"80,230","2,047",0.09,"121,340","104,794","111,370",2252
"97,140","1,833",0.19,"121,340","104,790","111,365",2253
"112,540",976,0.57,"121,340","104,794","111,370",2254
"113,990",771,0.66,"121,340","104,798","111,375",2255
"108,380","1,404",0.38,"121,340","104,799","111,370",2256
"108,840","1,368",0.39,"121,340","104,801","111,365",2257
"116,630",382,0.83,"121,340","104,806","111,370",2258
"115,260",594,0.74,"121,340","104,811","111,375",2259
"117,810",209,0.91,"121,340","104,817","111,380",2260
"118,510",136,0.94,"121,340","104,823","111,385",2261
"112,660",970,0.57,"121,340","104,826","111,390",2262
"81,210","2,050",0.09,"121,340","104,816","111,385",2263
"118,380",147,0.94,"121,340","104,822","111,390",2264
"114,120",758,0.67,"121,340","104,826","111,400",2265
"104,090","1,632",0.28,"121,340","104,826","111,390",2266
"117,220",292,0.87,"121,340","104,831","111,400",2267
"118,960",92,0.96,"121,340","104,837","111,410",2268
"115,190",608,0.73,"121,340","104,842","111,410",2269
"73,420","2,117",0.07,"121,340","104,828","111,410",2270
"117,280",282,0.88,"121,340","104,833","111,410",2271
"119,290",58,0.97,"121,340","104,840","111,410",2272
"117,010",332,0.85,"121,340","104,845","111,410",2273
"117,160",307,0.86,"121,340","104,851","111,410",2274
"117,820",211,0.91,"121,340","104,856","111,420",2275
"92,840","1,929",0.15,"121,340","104,851","111,410",2276
"93,740","1,920",0.16,"121,340","104,846","111,410",2277
"111,710","1,109",0.51,"121,340","104,849","111,410",2278
"118,480",142,0.94,"121,340","104,855","111,420",2279
"107,350","1,494",0.34,"121,340","104,856","111,410",2280
"109,210","1,357",0.41,"121,340","104,858","111,410",2281
"117,430",259,0.89,"121,340","104,864","111,410",2282
"105,440","1,598",0.30,"121,340","104,864","111,410",2283
"115,660",529,0.77,"121,340","104,869","111,410",2284
"111,520","1,137",0.50,"121,340","104,872","111,420",2285
"113,080",926,0.59,"121,340","104,875","111,430",2286
"99,290","1,808",0.21,"121,340","104,873","111,420",2287
"115,480",559,0.76,"121,340","104,877","111,430",2288
"113,670",836,0.63,"121,340","104,881","111,430",2289
"104,590","1,631",0.29,"121,340","104,881","111,430",2290
"117,160",310,0.86,"121,340","104,886","111,430",2291
"117,100",324,0.86,"121,340","104,892","111,430",2292
"117,370",275,0.88,"121,340","104,897","111,435",2293
"91,550","1,964",0.14,"121,340","104,891","111,430",2294
"81,260","2,080",0.09,"121,340","104,881","111,430",2295
"118,880",101,0.96,"121,340","104,887","111,430",2296
"90,460","1,979",0.14,"121,340","104,881","111,430",2297
"118,190",171,0.93,"121,340","104,887","111,430",2298
"109,250","1,367",0.41,"121,340","104,889","111,430",2299
"93,270","1,945",0.15,"121,340","104,883","111,430",2300
"117,960",198,0.91,"121,340","104,889","111,430",2301
"120,170",16,0.99,"121,340","104,896","111,430",2302
"119,410",53,0.98,"121,340","104,902","111,435",2303
"118,200",172,0.93,"121,340","104,908","111,440",2304
"106,970","1,548",0.33,"121,340","104,909","111,435",2305
"117,010",345,0.85,"121,340","104,914","111,440",2306
"115,810",517,0.78,"121,340","104,919","111,450",2307
"110,450","1,265",0.45,"121,340","104,921","111,440",2308
"88,120","2,023",0.12,"121,340","104,914","111,435",2309
"113,110",934,0.60,"121,340","104,917","111,440",2310
"116,920",365,0.84,"121,340","104,923","111,450",2311
"117,190",313,0.86,"121,340","104,928","111,460",2312
"109,920","1,316",0.43,"121,340","104,930","111,450",2313
"66,650","2,205",0.05,"121,340","104,914","111,440",2314
"117,200",313,0.86,"121,340","104,919","111,450",2315
"111,270","1,178",0.49,"121,340","104,922","111,440",2316
"113,140",936,0.60,"121,340","104,925","111,450",2317
"105,280","1,634",0.30,"121,340","104,925","111,440",2318
"115,100",645,0.72,"121,340","104,930","111,450",2319
"118,670",125,0.95,"121,340","104,936","111,460",2320
"105,110","1,642",0.29,"121,340","104,936","111,450",2321
"103,820","1,691",0.27,"121,340","104,935","111,440",2322
"113,670",852,0.63,"121,340","104,939","111,450",2323
"120,140",17,0.99,"121,340","104,945","111,460",2324
"111,000","1,212",0.48,"121,340","104,948","111,450",2325
"116,060",490,0.79,"121,340","104,953","111,460",2326
"110,910","1,227",0.47,"121,340","104,955","111,450",2327
"107,730","1,498",0.36,"121,340","104,957","111,440",2328
"105,970","1,614",0.31,"121,340","104,957","111,435",2329
"112,700","1,001",0.57,"121,340","104,960","111,440",2330
"118,940",101,0.96,"121,340","104,966","111,450",2331
"90,990","2,005",0.14,"121,340","104,960","111,440",2332
"105,710","1,625",0.30,"121,340","104,961","111,435",2333
"106,510","1,591",0.32,"121,340","104,961","111,430",2334
"119,760",36,0.98,"121,340","104,968","111,435",2335
"108,010","1,480",0.37,"121,340","104,969","111,430",2336
"61,880","2,248",0.04,"121,340","104,951","111,430",2337
"118,820",116,0.95,"121,340","104,957","111,430",2338
"99,680","1,841",0.21,"121,340","104,954","111,430",2339
"110,750","1,242",0.47,"121,340","104,957","111,430",2340
"100,660","1,807",0.23,"121,340","104,955","111,420",2341
"111,310","1,183",0.49,"121,340","104,958","111,410",2342
"117,600",256,0.89,"121,340","104,963","111,420",2343
"118,000",201,0.91,"121,340","104,969","111,430",2344
"102,870","1,742",0.26,"121,340","104,968","111,420",2345
"119,890",29,0.99,"121,340","104,974","111,430",2346
"115,420",593,0.75,"121,340","104,978","111,430",2347
"118,390",158,0.93,"121,340","104,984","111,430",2348
"118,220",175,0.93,"121,340","104,990","111,435",2349
"117,140",334,0.86,"121,340","104,995","111,440",2350
"117,060",352,0.85,"121,340","105,000","111,450",2351
"86,480","2,084",0.11,"121,340","104,992","111,440",2352
"117,940",213,0.91,"121,340","104,998","111,450",2353
"56,080","2,283",0.03,"121,340","104,977","111,440",2354
"118,390",158,0.93,"121,340","104,983","111,450",2355
"116,440",445,0.81,"121,340","104,988","111,460",2356
"110,270","1,309",0.44,"121,340","104,990","111,450",2357
"115,760",541,0.77,"121,340","104,994","111,460",2358
"105,280","1,665",0.29,"121,340","104,994","111,450",2359
"112,080","1,113",0.53,"121,340","104,997","111,460",2360
"38,360","2,327",0.01,"121,340","104,969","111,450",2361
"112,830",999,0.58,"121,340","104,973","111,460",2362
"119,510",49,0.98,"121,340","104,979","111,465",2363
"118,470",155,0.93,"121,340","104,984","111,470",2364
"114,000",824,0.65,"121,340","104,988","111,485",2365
"114,510",743,0.69,"121,340","104,992","111,500",2366
"115,790",542,0.77,"121,340","104,997","111,510",2367
"108,930","1,438",0.39,"121,340","104,998","111,500",2368
"118,030",203,0.91,"121,340","105,004","111,510",2369
"120,610",9,1.00,"121,340","105,011","111,520",2370
"115,680",561,0.76,"121,340","105,015","111,525",2371
"117,200",329,0.86,"121,340","105,020","111,530",2372
"119,390",62,0.97,"121,340","105,026","111,535",2373
"114,030",826,0.65,"121,340","105,030","111,540",2374
"119,490",54,0.98,"121,340","105,036","111,545",2375
"5,440","2,359",0.01,"121,340","104,994","111,540",2376
"101,070","1,829",0.23,"121,340","104,993","111,535",2377
"110,120","1,335",0.44,"121,340","104,995","111,530",2378
"96,430","1,959",0.18,"121,340","104,991","111,525",2379
"116,320",475,0.80,"121,340","104,996","111,530",2380
"104,380","1,712",0.28,"121,340","104,996","111,525",2381
"116,800",407,0.83,"121,340","105,001","111,530",2382
"118,140",195,0.92,"121,340","105,006","111,535",2383
"118,870",114,0.95,"121,340","105,012","111,540",2384
"115,380",625,0.74,"121,340","105,016","111,545",2385
"117,460",285,0.88,"121,340","105,021","111,550",2386
"117,320",309,0.87,"121,340","105,027","111,560",2387
"108,210","1,508",0.37,"121,340","105,028","111,550",2388
"38,590","2,353",0.02,"121,340","105,000","111,545",2389
"108,320","1,504",0.37,"121,340","105,002","111,540",2390
"119,240",69,0.97,"121,340","105,008","111,545",2391
"111,500","1,200",0.50,"121,340","105,010","111,540",2392
"117,790",245,0.90,"121,340","105,016","111,545",2393
"103,170","1,775",0.26,"121,340","105,015","111,540",2394
"114,100",825,0.66,"121,340","105,019","111,545",2395
"103,920","1,748",0.27,"121,340","105,018","111,540",2396
"86,620","2,123",0.11,"121,340","105,010","111,535",2397
"118,950",104,0.96,"121,340","105,016","111,540",2398
"113,690",890,0.63,"121,340","105,020","111,545",2399
"118,970",101,0.96,"121,340","105,026","111,550",2400
"119,400",62,0.97,"121,340","105,032","111,560",2401
"56,930","2,326",0.03,"121,340","105,012","111,550",2402
"118,540",155,0.94,"121,340","105,017","111,560",2403
"118,000",218,0.91,"121,340","105,023","111,570",2404
"118,650",141,0.94,"121,340","105,028","111,575",2405
"116,390",473,0.80,"121,340","105,033","111,580",2406
"66,240","2,294",0.05,"121,340","105,017","111,575",2407
"97,600","1,957",0.19,"121,340","105,014","111,570",2408
"94,700","2,018",0.16,"121,340","105,010","111,560",2409
"119,370",65,0.97,"121,340","105,016","111,570",2410
"33,570","2,377",0.01,"121,340","104,986","111,560",2411
"111,820","1,177",0.51,"121,340","104,989","111,570",2412
"116,260",501,0.79,"121,340","104,993","111,575",2413
"116,220",506,0.79,"121,340","104,998","111,580",2414
"101,910","1,840",0.24,"121,340","104,997","111,575",2415
"115,500",614,0.75,"121,340","105,001","111,580",2416
"112,430","1,088",0.55,"121,340","105,004","111,585",2417
"114,540",767,0.68,"121,340","105,008","111,590",2418
"114,390",792,0.67,"121,340","105,012","111,590",2419
"117,840",245,0.90,"121,340","105,017","111,590",2420
"105,320","1,710",0.29,"121,340","105,017","111,590",2421
"112,270","1,114",0.54,"121,340","105,020","111,590",2422
"119,210",76,0.97,"121,340","105,026","111,595",2423
"112,700","1,055",0.56,"121,340","105,029","111,600",2424
"117,810",250,0.90,"121,340","105,035","111,600",2425
"49,480","2,368",0.02,"121,340","105,012","111,600",2426
"103,010","1,805",0.26,"121,340","105,011","111,595",2427
"112,520","1,079",0.56,"121,340","105,014","111,600",2428
"119,530",49,0.98,"121,340","105,020","111,600",2429
"109,130","1,465",0.40,"121,340","105,022","111,600",2430
"102,840","1,813",0.25,"121,340","105,021","111,595",2431
"118,820",129,0.95,"121,340","105,027","111,600",2432
"117,030",384,0.84,"121,340","105,031","111,600",2433
"117,020",385,0.84,"121,340","105,036","111,600",2434
"111,770","1,196",0.51,"121,340","105,039","111,600",2435
"105,980","1,691",0.31,"121,340","105,040","111,600",2436
"105,570","1,705",0.30,"121,340","105,040","111,600",2437
"115,590",600,0.75,"121,340","105,044","111,600",2438
"117,330",321,0.87,"121,340","105,049","111,600",2439
"118,050",215,0.91,"121,340","105,054","111,600",2440
"114,030",860,0.65,"121,340","105,058","111,600",2441
"114,500",783,0.68,"121,340","105,062","111,600",2442
"105,610","1,710",0.30,"121,340","105,062","111,600",2443
"119,440",56,0.98,"121,340","105,068","111,600",2444
"120,920",7,1.00,"121,340","105,075","111,615",2445
"107,700","1,586",0.35,"121,340","105,076","111,600",2446
"96,630","2,015",0.18,"121,340","105,072","111,600",2447
"119,740",43,0.98,"121,340","105,078","111,600",2448
"114,680",764,0.69,"121,340","105,082","111,615",2449
"119,900",31,0.99,"121,340","105,088","111,630",2450
"119,040",103,0.96,"121,340","105,094","111,630",2451
"113,120","1,012",0.59,"121,340","105,097","111,630",2452
"103,430","1,813",0.26,"121,340","105,096","111,630",2453
"119,970",29,0.99,"121,340","105,103","111,630",2454
"117,110",377,0.85,"121,340","105,107","111,635",2455
"115,250",687,0.72,"121,340","105,112","111,640",2456
"117,410",312,0.87,"121,340","105,117","111,645",2457
"115,180",700,0.72,"121,340","105,121","111,650",2458
"112,410","1,119",0.54,"121,340","105,124","111,655",2459
"118,650",151,0.94,"121,340","105,129","111,660",2460
"117,960",238,0.90,"121,340","105,134","111,660",2461
"97,990","1,997",0.19,"121,340","105,131","111,660",2462
"9,640","2,442",0.01,"121,340","105,093","111,655",2463
"115,640",608,0.75,"121,340","105,097","111,660",2464
"116,580",472,0.81,"121,340","105,102","111,660",2465
"110,700","1,336",0.46,"121,340","105,104","111,660",2466
"114,240",847,0.66,"121,340","105,108","111,660",2467
"113,910",895,0.64,"121,340","105,111","111,660",2468
"115,580",617,0.75,"121,340","105,115","111,660",2469
"116,170",532,0.78,"121,340","105,120","111,660",2470
"117,490",305,0.88,"121,340","105,125","111,660",2471
"45,090","2,425",0.02,"121,340","105,101","111,660",2472
"116,840",433,0.82,"121,340","105,105","111,660",2473
"108,290","1,568",0.37,"121,340","105,107","111,660",2474
"88,320","2,167",0.12,"121,340","105,100","111,660",2475
"115,940",568,0.77,"121,340","105,104","111,660",2476
"112,400","1,132",0.54,"121,340","105,107","111,660",2477
"118,910",122,0.95,"121,340","105,113","111,660",2478
"88,640","2,167",0.13,"121,340","105,106","111,660",2479
"72,230","2,322",0.06,"121,340","105,093","111,660",2480
"91,210","2,137",0.14,"121,340","105,087","111,660",2481
